n_months,last_significant_lag,significant_lags,nw_recommended,verdict,LB_Q_lag6,LB_Q_lag12,LB_Q_lag24,LB_Q_lag36,LB_Q_lag60,LB_p_lag6,LB_p_lag12,LB_p_lag24,LB_p_lag36,LB_p_lag60
347,33,"[9, 18, 26, 32, 33]",auto,ACF extends to lag 33. Use automatic bandwidth NW.,4.446529166874727,10.743853792961554,27.946096648507524,50.08155699225057,60.90025900254805,0.6164823229564536,0.5509886737641616,0.26232009362695363,0.059554277041648875,0.44330098647550187
