corr_DH_DG_pearson_monthly_mean,corr_DH_DG_spearman_monthly_mean,corr_DH_DG_pearson_pooled,corr_DH_DG_spearman_pooled,pearson_nw_t,n_months
0.9998,0.9997,0.9998,0.9997,33317.7131,347
