quarter,DG_Q1,DG_Q2,DG_Q3,DG_Q4,DG_Q5,DG_LS,DS_Q1,DS_Q2,DS_Q3,DS_Q4,DS_Q5,DS_LS
2005Q3,0.15685399152336238,0.13469603947098854,0.11381050016138783,0.11355557727900474,0.0646387497985196,-0.09221524172484277,0.04992974926173095,0.08531773511221857,0.10661137888775779,0.1514108844437634,0.19958416367066076,0.1496544144089298
2005Q4,0.020988620327473482,0.0356722240708203,0.044355268411243626,0.036736653442478354,0.020559549381295235,-0.000429070946178247,0.025022104866582354,0.040778567578653044,0.04447213187197464,0.03426599965327731,0.009933893035339184,-0.01508821183124317
2006Q1,-0.1238800983637968,-0.08906815354013597,-0.07688942933520405,-0.0702148382802883,-0.04094381353769801,0.0829362848260988,-0.01156125892615951,-0.048578894440657557,-0.08148289751282653,-0.11042779112648782,-0.15311361215049188,-0.14155235322433238
2006Q2,0.08949903139955458,0.09931344051524496,0.1049517262883948,0.10120570438673196,0.06144681977085705,-0.028052211628697525,0.06000229455178549,0.08203027311614591,0.09353471922209532,0.12324704614462823,0.1014283391654003,0.04142604461361481
2006Q3,0.059396916227414,0.06434575720640985,0.08405365278353329,0.06101398975058808,0.01185031188779671,-0.047546604339617285,0.033537989682377735,0.05569413747849566,0.059825740593439196,0.06349333717094843,0.0687109432020418,0.03517295351966406
2006Q4,0.02262949306172758,0.045424574571450375,0.05550422425347284,0.04955643374615743,0.0026564297996563378,-0.01997306326207124,0.020525980958085447,0.03913719243074938,0.049373914323331915,0.0456227613565464,0.018047485076657342,-0.002478495881428105
2007Q1,-0.0452941587537397,-0.0496985025242165,-0.04260897921321316,-0.03775068125036143,-0.09119064115607003,-0.04589648240233034,-0.059759218737949316,-0.0528657170696307,-0.04450346697908709,-0.05640341372724329,-0.059434954937533126,0.0003242638004161899
2007Q2,-0.046832438692565106,-0.01441261154167788,-0.016851347055781767,-0.021554064814252982,-0.05848131228217407,-0.011648873589608963,-0.017971571306345288,-0.021878099760668228,-0.02787497138730337,-0.038734891742108396,-0.05103390021569637,-0.03306232890935108
2007Q3,-0.1594862871539326,-0.14096561063264626,-0.13285867983454183,-0.11356300920993435,-0.11055462067932217,0.04893166647461042,-0.08146214500590396,-0.10315780295817924,-0.12879429774148424,-0.16813337759932517,-0.18389159763040056,-0.1024294526244966
2007Q4,0.030995890005191575,0.031879114111925407,0.03966875231846926,0.03440741894232358,-0.012152454204682776,-0.04314834420987435,0.006164143242162232,0.02468054615363736,0.02128051950538033,0.0382693491077758,0.02488615209961762,0.01872200885745539
2008Q1,-0.09505136681520952,-0.06311218817734184,-0.05366663260143507,-0.04164622295298551,-0.10243854266597009,-0.007387175850760569,-0.06542544903542775,-0.060498119252203664,-0.0645599103106165,-0.0830010812343792,-0.08107205379805503,-0.015646604762627275
2008Q2,-0.3662183579338135,-0.3775888193937649,-0.3497477731121336,-0.3310633050564171,-0.220396068490629,0.1458222894431845,-0.21251971018880975,-0.3054908180395118,-0.33763729095673517,-0.4050615295217849,-0.39666431556185555,-0.1841446053730458
2008Q3,-0.1439723431225085,-0.1580644098051573,-0.16729548222165314,-0.14079889429781678,-0.2501270652998506,-0.10615472217734212,-0.19778239481311377,-0.2118314777977217,-0.16472710564343765,-0.15140986214087035,-0.13195333039040588,0.06582906442270789
2008Q4,0.4062891152555485,0.4669181611924793,0.47043743454948156,0.37795188511469796,0.3108566484379015,-0.095432466817647,0.18478031599793174,0.3551129572175155,0.467985980975024,0.5268213859784461,0.5131092140330575,0.32832889803512577
2009Q1,0.21282221075223168,0.21033350565018918,0.17843589563873802,0.1573463408660616,0.08282037841775643,-0.13000183233447526,0.10472390055660202,0.14924768114254738,0.1610066961270927,0.2185362010718471,0.22456415933827514,0.11984025878167312
2009Q2,0.07932554473702351,0.09976602391153853,0.0720830109231562,0.05922384238064128,-0.03252821893114975,-0.11185376366817326,0.019888118950497066,0.04054088662639848,0.08427838679667049,0.07476828006401849,0.07418914618510752,0.05430102723461046
2009Q3,0.10804343978843686,0.1465437673080976,0.12615888674318848,0.10800281828573426,0.0813008645057268,-0.026742575282710068,0.06905349306315965,0.08966617262391466,0.12030212978449632,0.13669431849878902,0.15205098977959847,0.08299749671643881
2009Q4,0.05333609385629615,0.07526757674279817,0.08036678425274006,0.08724935744381132,0.07840669373139743,0.025070599875101275,0.051245492038784736,0.06263414495543099,0.07716889206439684,0.08360462688925958,0.08876494837570278,0.03751945633691805
2010Q1,-0.06763644394282887,-0.04851998416644166,-0.05188923628768015,-0.05424845772151669,-0.08488655764780839,-0.017250113704979517,-0.023222654050416486,-0.03856554095263022,-0.06815567510518378,-0.07887532740356779,-0.10943112947250552,-0.08620847542208904
2010Q2,0.10978104603260994,0.1289286679554489,0.11678745384828577,0.11290383908650685,0.04194930131835459,-0.06783174471425535,0.0811292273925295,0.08880924966661874,0.12057087061135809,0.1185505381020413,0.10076041740084418,0.01963119000831469
2010Q3,0.13086099929208447,0.14037832133319667,0.1184924872105515,0.09578189936845624,0.10125965927249594,-0.02960134001958853,0.07662918353837814,0.0994699568256535,0.1287505773757293,0.13908347133764012,0.1313822836623856,0.05475310012400747
2010Q4,0.005778485231021358,0.016074075108637967,0.03245096562913153,0.0403240615423567,0.011992288696207843,0.006213803465186485,0.029734313619934713,0.030112759234043846,0.024284022158383253,0.011425038861976695,0.0027370309279518986,-0.026997282691982816
2011Q1,-0.16563430913534213,-0.13414292521460489,-0.11427888081549474,-0.10804827027440256,-0.10966780783507052,0.055966501300271615,-0.07106176344640262,-0.10527871791807496,-0.12842214677275693,-0.14485329495757732,-0.18516504309915455,-0.11410327965275192
2011Q2,-0.05601586421568177,-0.012089452445436553,0.0023166750388469684,0.004789008429592253,-0.01718619287582314,0.03882967133985863,0.02470436200645265,0.0010869812852520543,-0.007103545674112685,-0.04412165880863855,-0.0627764789976719,-0.08748084100412455
2011Q3,0.09854212968102291,0.11579155273564792,0.12106790627202926,0.11308790925524922,0.148372851751162,0.04983072207013908,0.0872920790896831,0.11541600893866494,0.1116391533345783,0.12365678299992813,0.1520370400102751,0.064744960920592
2011Q4,-0.048318518650132564,-0.029464292191882093,-0.014240166612043081,-0.0071709664745552675,0.019543683163486245,0.06786220181361881,0.016350561851856713,-0.010224389692624581,-0.02286844427722958,-0.035948667406348674,-0.03696011686844919,-0.0533106787203059
2012Q1,-0.04208056267242123,-0.01260241630439117,-0.006538667476750688,-0.006494618983018257,0.017755896067732296,0.05983645874015353,0.010174771937514185,-0.0011199139471628793,-0.006714572073444491,-0.01971777557772987,-0.03431794349390667,-0.04449271543142085
2012Q2,0.001784010454009614,0.014209237745908043,0.017274907287512468,0.02644859233921721,0.024615709538425005,0.022831699084415392,0.013531875656303533,0.03350684658230725,0.027281594296539185,0.01431882544559501,-0.0069437105647567905,-0.020475586221060323
2012Q3,0.12039920377975379,0.13896712034226746,0.1404583957377635,0.13259115791160814,0.14620962195527817,0.02581041817552439,0.09587401930446185,0.11760672526474991,0.160766130049742,0.15845220680752198,0.14200426540288913,0.04613024609842728
2012Q4,0.05665843766400755,0.04770972963948422,0.06506485236101886,0.059757246050025505,0.028558169374689666,-0.028100268289317883,0.05309168651549464,0.05474331040749457,0.04323455893292052,0.04867558098459191,0.053258194589713224,0.00016650807421858538
2013Q1,0.06415210841884463,0.08228326341498293,0.09980648917125572,0.08684105053750862,0.10208898860775793,0.03793688018891331,0.059658892929513055,0.07913487329929432,0.09993383141992426,0.10899792870686562,0.08603839932219787,0.026379506392684812
2013Q2,0.040636641453249134,0.0725589056836602,0.06236915557494861,0.05757538694620434,0.029150168920685844,-0.01148647253256329,0.04119327233228778,0.05149483812723195,0.07055205108096158,0.06398835618288977,0.029625147769103948,-0.011568124563183829
2013Q3,0.13984485244100134,0.09269082663383059,0.07474300937384397,0.06667020866739572,0.09203122405992668,-0.047813628381074655,0.04088560110546013,0.061187660186600074,0.07586907827388985,0.11933418460371495,0.19323710414956707,0.15235150304410694
2013Q4,-0.05850795209702335,-0.021683958399808967,-0.0176398134546131,-0.01943237195874877,-0.03170635785571159,0.02680159424131176,0.011371715639558268,-0.00354574000064777,-0.010258449811173503,-0.04927342443157353,-0.11870362895505242,-0.13007534459461068
2014Q1,-0.007090236818622305,0.017459975119156035,0.01458196132134874,0.014913331853904824,0.019659996338766906,0.02675023315738921,0.014086889075891737,0.02110534220377955,0.01342077043030185,0.005710009994187839,0.003564807843290402,-0.010522081232601335
2014Q2,-0.08292065397160571,-0.015278008998733734,0.010816486686754622,0.026305409497087956,0.029315125532006086,0.1122357795036118,0.044176584077916484,0.015368465033607573,0.0036998979551900644,-0.036039401687521996,-0.06500808041371786,-0.10918466449163435
2014Q3,-0.0035976046390310368,0.009309342974059968,0.04623358087286519,0.06038026419051855,0.048299891137590076,0.05189749577662111,0.028583749528909862,0.0295801964209372,0.035071198851517285,0.028632613905424688,0.03762283897231828,0.009039089443408418
2014Q4,-0.006127660555101843,0.009860667565523873,0.006062916235747327,0.007890749982593556,0.012200068416651663,0.018327728971753506,0.0024409922157463404,0.009789312884204687,0.02187793175644125,0.004685234071026838,-0.012473930298402743,-0.014914922514149083
2015Q1,-0.11513978465443066,-0.0684810707444927,-0.05398107166581749,-0.028217789844500164,0.0067450209658225365,0.1218848056202532,-0.007376564096686542,-0.01799130777873731,-0.04902937438627029,-0.09445763640431558,-0.09450349950279024,-0.08712693540610371
2015Q2,-0.08169211187770244,-0.036802383070839995,-0.011791121233169354,-0.026996017520773078,-0.006380638504752636,0.0753114733729498,0.006642585646066576,-0.008606766062027673,-0.02345568032385742,-0.0660021001629775,-0.09013843423836863,-0.09678101988443522
2015Q3,-0.1634828530282726,-0.11282014894559235,-0.09108383720848928,-0.09496263577767995,-0.09507982607939136,0.06840302694888123,-0.051336321456394524,-0.08654327079412258,-0.11219167152396643,-0.15577624944535237,-0.17827221675634325,-0.12693589529994873
2015Q4,0.08570177474620226,0.11021962812348751,0.10636410483606568,0.09655390090438833,0.07337809469968047,-0.01232368004652179,0.07086337540733237,0.0966193929858767,0.10432326895857992,0.1166054876141729,0.07530330905799078,0.004439933650658409
2016Q1,0.0569726958866457,0.07660680160761062,0.07805302857901561,0.0662293205517961,0.05729344608281128,0.00032075019616557843,0.06269721848107336,0.05892930749053911,0.05641569669657272,0.07680311975254887,0.08568744524376243,0.022990226762689067
2016Q2,-0.03994690000002735,-0.027249884840098357,-0.015714905763072492,-0.01895158000636902,0.01059723745270525,0.0505441374527326,0.0017861152352428513,-0.009090964314829982,0.00447271494154979,-0.035120918289842915,-0.06357020547701878,-0.06535632071226163
2016Q3,0.10316640492120992,0.12911751433602658,0.11732306152208458,0.10850313939249309,0.17872725063377504,0.07556084571256512,0.13912100707039013,0.13436776664907513,0.1265141641323532,0.12520051845751745,0.12873685896367218,-0.01038414810671795
2016Q4,-0.03219450280752616,0.008702783187532195,0.026193443103374375,0.01575575639573498,-0.006637253981204244,0.02555724882632191,0.014280523692885514,0.009526725805640646,0.009079222428957319,0.01836758747449144,-0.04583809583345218,-0.060118619526337694
2017Q1,-0.04386540800407562,-0.002898765900723677,0.011748915853648009,0.0030110721076361453,-0.0019192590345105559,0.04194614896956507,0.013488564275296672,0.004140439786972923,0.011738764010298424,-0.010087584245869214,-0.05829521017147214,-0.07178377444676881
2017Q2,0.0385085134506626,0.061525545813791285,0.05424274413745579,0.051435687665053645,0.04947135285162888,0.010962839400966283,0.034365926414371875,0.053934136150288525,0.06436448291138461,0.05409038613991215,0.05867032563724128,0.024304399222869408
2017Q3,0.02275668604584606,0.02040696062687605,0.03034444771670313,0.03791670070250126,0.04917010687816331,0.02641342083231725,0.008192481341483052,0.03221421047530533,0.04197204612687085,0.05940887114287207,0.040944709821639995,0.03275222848015694
2017Q4,0.011008613249135156,0.022239676991224835,0.019286512121003983,0.018374032517522478,0.016618091790140756,0.005609478541005601,0.01615272600760749,0.006940974203816179,0.014584108995348979,0.030665872989777476,0.004096255564546811,-0.012056470443060678
2018Q1,0.022471372532140422,0.05068774982494074,0.06456889630584497,0.06563671761734094,0.01754829452106263,-0.004923078011077792,0.04749639806718829,0.0492446458099391,0.059006053449248565,0.04583770811875165,0.00602986154505865,-0.04146653652212964
2018Q2,-0.09811889700798984,-0.07615020695565883,-0.08163828463454903,-0.07909701244434361,-0.08396197681931093,0.01415692018867891,-0.05462083310149437,-0.06927602531221337,-0.08939797025384634,-0.09284368714499923,-0.1265872289547644,-0.07196639585327003
2018Q3,-0.01166227632265714,-0.008328772766379066,0.018031668419906527,0.02448723865429981,0.004683375535671702,0.01634565185832884,0.023348800055819113,0.030310260440801734,0.007579732014266782,-0.010968409201050893,-0.02877832540473959,-0.0521271254605587
2018Q4,-0.023344167711380693,0.00441281859416124,0.003209716796576858,0.009921577817118159,0.012530835894586038,0.03587500360596673,0.01807892876743723,0.02635416057805525,0.014958325261319343,-0.011537749299180318,-0.05238067671025077,-0.070459605477688
2019Q1,-0.11978217160944149,-0.04933929022279273,-0.02169111948514764,-0.028186158338296168,-0.024895240024909504,0.09488693158453199,-0.008313550242841824,-0.007920583906410312,-0.04598713427502183,-0.09526225546434847,-0.10962311259454129,-0.10130956235169947
2019Q2,-0.038140120297955195,0.009336037609601222,0.04383347965971137,0.03809918419347869,0.047133736838155096,0.0852738571361103,0.04476684269272559,0.035133824666855634,0.030105861735820853,0.002759365434229896,-0.04020254573506186,-0.08496938842778745
2019Q3,-0.11761050237874092,-0.05025168500079,-0.056702314984617724,-0.03509341364991265,-0.07203049195827627,0.04558001042046465,-0.04932236750073788,-0.04557756556414535,-0.07660118725168207,-0.06711151012328256,-0.0796332552567442,-0.030310887756006315
2019Q4,0.04955416512589105,-0.06922500871609706,-0.1024964032101328,-0.07370663238794724,-0.14836619944540405,-0.1979203645712951,-0.22046778441183276,-0.1760707368320776,-0.09294642704096862,0.06308719839702782,0.15529985736005045,0.3757676417718832
2020Q1,0.26175747117729264,0.24913764999824775,0.21397329348278638,0.18950638620942065,0.1288426362744164,-0.13291483490287626,0.09817196444760581,0.15151698835418995,0.22237419437589062,0.27989879048816313,0.29119247281083555,0.19302050836322973
2020Q2,-0.0008103061121522509,0.042826723751212756,0.05615111666535915,0.07240176417508572,0.069601057202296,0.07041136331444825,0.02668628798855958,0.05264140663158188,0.055043973682522375,0.06737816833138399,0.021339376955610147,-0.005346911032949434
2020Q3,0.7240464374706844,0.5259368791612896,0.4072468611765376,0.3457492785794942,0.35319563646852553,-0.3708508010021589,0.2573618342643813,0.35091979714517885,0.46635623359475603,0.6170879384243939,0.709823761054926,0.45246192679054464
2020Q4,-0.07932876402877193,0.03281016632744645,0.03938803141125779,0.05781098605648045,0.07147990585839911,0.15080866988717104,0.09001513595610448,0.07051406521318114,0.03250465907619717,-0.013599021872777462,-0.11839706738989392,-0.20841220334599841
2021Q1,0.0019308853103734028,0.02233355784299611,0.02475675036011122,0.015165943211206736,0.01716834811055426,0.015237462800180858,0.020852557532729903,0.01294734812793606,0.018547999882460208,0.017867786827891856,-0.00984210224260182,-0.03069465977533172
2021Q2,0.025479379415406178,0.042449780801000134,0.026095025170666843,0.02715758106017643,0.07283799945235574,0.04735862003694956,0.03952935267212754,0.043488031742336376,0.026552654313822564,0.0450155141892804,0.011389910001430017,-0.02813944267069752
2021Q3,-0.1859683831366795,-0.11704852093588655,-0.08686933494233448,-0.10384231991550513,-0.07611788570009871,0.10985049743658078,-0.036683234610543805,-0.06947460404325972,-0.10906239999995214,-0.17315902856158774,-0.27143499405803534,-0.23475175944749155
2021Q4,-0.14121832834481635,-0.0986211310099433,-0.08234079692841256,-0.06997833798371807,-0.09803617697044771,0.043182151374368635,-0.027011581466604588,-0.07098904043129976,-0.112799434665324,-0.14550763987115103,-0.19611836813709566,-0.16910678667049106
2022Q1,0.05246099660557988,0.016280381019210435,0.013499822752804662,0.008907149465785325,0.03946200083720031,-0.012998995768379568,-0.013487089791325024,0.013890285303790252,0.018242359656895298,0.058272537710543054,0.08162076900248952,0.09510785879381455
2022Q2,-0.1536640505748167,-0.09163850812208235,-0.06582268611175303,-0.0731558478938349,-0.0409071353410499,0.1127569152337668,-0.046973690223147534,-0.047310396409663724,-0.0904498156154456,-0.1279579323469354,-0.1804392043933834,-0.13346551417023586
2022Q3,0.011046673924779904,0.05846737885183848,0.08183664129357318,0.09675292165669369,0.0024771513186585513,-0.008569522606121352,0.05937086330900312,0.06526411458236689,0.0694000063409402,0.03260031938832401,-0.030195319339465985,-0.0895661826484691
2022Q4,-0.07195594445443396,-0.0530106185042557,-0.04734841355470844,-0.03850510027396672,-0.13542399476936026,-0.0634680503149263,-0.05882496401835243,-0.08006969241760556,-0.06159829737319654,-0.05426537400878332,-0.06039378277430668,-0.0015688187559542502
2023Q1,0.019613837898956252,0.08167411398117413,0.08753754372399089,0.07553010699556328,0.13502667244030309,0.11541283454134683,0.05257194721700206,0.11428626486718466,0.1044965683152653,0.05145036957896606,0.019767008406119113,-0.03280493881088295
2023Q2,-0.18781271926849014,-0.1217473496146741,-0.09998377050124015,-0.10523396302379164,-0.10977179140519946,0.07804092786329067,-0.06922329503364967,-0.08677033707837657,-0.123882362992494,-0.18384583459536308,-0.21671541862629976,-0.14749212359265007
2023Q3,0.10169973040775701,0.16341328863273394,0.1788973922872024,0.18074558040458108,0.17952502849247445,0.07782529808471744,0.09702852939400682,0.14624387852849924,0.17248785397937566,0.20167663704478364,0.2541184835249864,0.1570899541309796
1995Q3,,,,,,,0.0704490930997953,0.1978891820580475,0.2126222222222221,0.012631578947368327,0.10710459456977561,0.03665550146998031
